Rating,Model Name,Type
3,Okinawa Ridge Plus,2-wheeler
5,Okinawa Ridge Plus,2-wheeler
3,Okinawa Ridge Plus,2-wheeler
3,Okinawa Ridge Plus,2-wheeler
2,Okinawa Ridge Plus,2-wheeler
1,Okinawa Ridge Plus,2-wheeler
1,Okinawa Ridge Plus,2-wheeler
4,Ampere Zeal,2-wheeler
5,Ampere Zeal,2-wheeler
2,Ampere Zeal,2-wheeler
2,Ampere Zeal,2-wheeler
1,Ampere Zeal,2-wheeler
1,Ampere Zeal,2-wheeler
5,Ampere Zeal,2-wheeler
5,Ampere Zeal,2-wheeler
5,Ampere Zeal,2-wheeler
3,Ampere Zeal,2-wheeler
1,Ampere Zeal,2-wheeler
1,Ampere Zeal,2-wheeler
2,Ampere Zeal,2-wheeler
4,Hero Electric Atria,2-wheeler
4,Hero Electric Atria,2-wheeler
5,Hero Electric Atria,2-wheeler
5,Okinawa Lite,2-wheeler
3,Okinawa Lite,2-wheeler
4,Okinawa Lite,2-wheeler
5,Okinawa Lite,2-wheeler
2,Okinawa Lite,2-wheeler
5,Okinawa Lite,2-wheeler
5,Okinawa Lite,2-wheeler
1,Okinawa Lite,2-wheeler
4,Hero Electric NYX,2-wheeler
1,Hero Electric NYX,2-wheeler
3,Hero Electric NYX,2-wheeler
1,Hero Electric NYX,2-wheeler
1,Hero Electric NYX,2-wheeler
1,Hero Electric NYX,2-wheeler
1,Hero Electric NYX,2-wheeler
4,Hero Electric NYX,2-wheeler
5,Hero Electric NYX,2-wheeler
4,Okinawa R30,2-wheeler
5,Okinawa R30,2-wheeler
2,Okinawa R30,2-wheeler
4,Okinawa R30,2-wheeler
1,Okinawa R30,2-wheeler
4,Okinawa R30,2-wheeler
5,Okinawa R30,2-wheeler
1,Okinawa R30,2-wheeler
5,Yo Drift,2-wheeler
1,Yo Drift,2-wheeler
5,Yo Drift,2-wheeler
4,Yo Drift,2-wheeler
3,Yo Drift,2-wheeler
4,BGauss B8,2-wheeler
1,BGauss B8,2-wheeler
2,BGauss B8,2-wheeler
5,BGauss B8,2-wheeler
1,Joy e-bike Wolf,2-wheeler
5,Joy e-bike Wolf,2-wheeler
1,Joy e-bike Wolf,2-wheeler
1,Joy e-bike Wolf,2-wheeler
1,Joy e-bike Wolf,2-wheeler
5,Gemopai Astrid Lite,2-wheeler
5,Gemopai Astrid Lite,2-wheeler
5,Gemopai Astrid Lite,2-wheeler
5,Techo Electra Emerge,2-wheeler
1,Techo Electra Emerge,2-wheeler
1,Techo Electra Emerge,2-wheeler
5,Techo Electra Emerge,2-wheeler
5,Techo Electra Emerge,2-wheeler
5,Techo Electra Emerge,2-wheeler
4,Techo Electra Emerge,2-wheeler
5,Techo Electra Emerge,2-wheeler
5,Techo Electra Emerge,2-wheeler
1,Techo Electra Emerge,2-wheeler
5,Techo Electra Raptor,2-wheeler
5,Techo Electra Raptor,2-wheeler
1,Techo Electra Raptor,2-wheeler
5,Techo Electra Raptor,2-wheeler
1,Techo Electra Raptor,2-wheeler
3,Techo Electra Raptor,2-wheeler
5,Techo Electra Raptor,2-wheeler
4,Techo Electra Raptor,2-wheeler
4,Techo Electra Raptor,2-wheeler
1,e-bike Gen Nxt,2-wheeler
4,e-bike Gen Nxt,2-wheeler
5,e-bike Gen Nxt,2-wheeler
5,e-bike Gen Nxt,2-wheeler
4,e-bike Gen Nxt,2-wheeler
2,Gemopai Ryder,2-wheeler
5,Gemopai Ryder,2-wheeler
2,Gemopai Ryder,2-wheeler
5,Gemopai Ryder,2-wheeler
4,Gemopai Ryder,2-wheeler
5,hyundai kona,4-wheeler
1,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
4,hyundai kona,4-wheeler
4,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
4,hyundai kona,4-wheeler
4,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
4.5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
1,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
1,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
5,Kia EV6,4-wheeler
5,Kia EV6,4-wheeler
5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
5,Kia EV6,4-wheeler
3.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4,Tata Nexon EV,4-wheeler
1,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
1,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
2,Tata Nexon EV,4-wheeler
1.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
5,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
1,Tata Nexon EV,4-wheeler
4,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
2,Tata Nexon EV,4-wheeler
4.5,MG ZS EV,4-wheeler
4.5,MG ZS EV,4-wheeler
5,MG ZS EV,4-wheeler
4.5,MG ZS EV,4-wheeler
3.5,MG ZS EV,4-wheeler
5,MG ZS EV,4-wheeler
4,MG ZS EV,4-wheeler
3.5,MG ZS EV,4-wheeler
4.5,MG ZS EV,4-wheeler
5,MG ZS EV,4-wheeler
5,MG ZS EV,4-wheeler
5,MG ZS EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
5,Tata Tigor EV,4-wheeler
5,Tata Tigor EV,4-wheeler
5,Tata Tigor EV,4-wheeler
3.5,Tata Tigor EV,4-wheeler
5,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
3.5,Tata Tigor EV,4-wheeler
5,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
5,Tata Tigor EV,4-wheeler
5,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
5,hyundai kona,4-wheeler
0,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
3,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
4,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
3,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
2,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
3,hyundai kona,4-wheeler
2,hyundai kona,4-wheeler
4,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
5,hyundai kona,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
0,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
0,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
3,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
0,tata nexon ev,4-wheeler
3,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
0,tata nexon ev,4-wheeler
2,tata nexon ev,4-wheeler
3,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
3,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
4,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata nexon ev,4-wheeler
5,tata tigor ev,4-wheeler
0,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
0,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
0,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
2,tata tigor ev,4-wheeler
4,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
0,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
4,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
5,tata tigor ev,4-wheeler
